parental genotype,generation,dob,exposure,concentration (ug/L),transgene (Y/N),plate,well,hatched (dpf),missing,mortality (dpf),deformity (dpf),heart rate (bpm),"1dpf Mean [GFP 469,525]","1dpf Min [GFP 469,525]","1dpf Max [GFP 469,525]","1dpf Std Dev [GFP 469,525]","1dpf CV [GFP 469,525]","1dpf Saturated Pixels Pct [GFP 469,525]","1dpf Total Intensity [GFP 469,525]","2dpf Mean [GFP 469,525]","2dpf Min [GFP 469,525]","2dpf Max [GFP 469,525]","2dpf Std Dev [GFP 469,525]","2dpf CV [GFP 469,525]","2dpf Saturated Pixels Pct [GFP 469,525]","2dpf Total Intensity [GFP 469,525]","3dpf Mean [GFP 469,525]","3dpf Min [GFP 469,525]","3dpf Max [GFP 469,525]","3dpf Std Dev [GFP 469,525]","3dpf CV [GFP 469,525]","3dpf Saturated Pixels Pct [GFP 469,525]","3dpf Total Intensity [GFP 469,525]","4dpf Mean [GFP 469,525]","4dpf Min [GFP 469,525]","4dpf Max [GFP 469,525]","4dpf Std Dev [GFP 469,525]","4dpf CV [GFP 469,525]","4dpf Saturated Pixels Pct [GFP 469,525]","4dpf Total Intensity [GFP 469,525]","5dpf Mean [GFP 469,525]","5dpf Min [GFP 469,525]","5dpf Max [GFP 469,525]","5dpf Std Dev [GFP 469,525]","5dpf CV [GFP 469,525]","5dpf Saturated Pixels Pct [GFP 469,525]","5dpf Total Intensity [GFP 469,525]","6dpf Mean [GFP 469,525]","6dpf Min [GFP 469,525]","6dpf Max [GFP 469,525]","6dpf Std Dev [GFP 469,525]","6dpf CV [GFP 469,525]","6dpf Saturated Pixels Pct [GFP 469,525]","6dpf Total Intensity [GFP 469,525]","7dpf Mean [GFP 469,525]","7dpf Min [GFP 469,525]","7dpf Max [GFP 469,525]","7dpf Std Dev [GFP 469,525]","7dpf CV [GFP 469,525]","7dpf Saturated Pixels Pct [GFP 469,525]","7dpf Total Intensity [GFP 469,525]","8dpf Mean [GFP 469,525]","8dpf Min [GFP 469,525]","8dpf Max [GFP 469,525]","8dpf Std Dev [GFP 469,525]","8dpf CV [GFP 469,525]","8dpf Saturated Pixels Pct [GFP 469,525]","8dpf Total Intensity [GFP 469,525]","9dpf Mean [GFP 469,525]","9dpf Min [GFP 469,525]","9dpf Max [GFP 469,525]","9dpf Std Dev [GFP 469,525]","9dpf CV [GFP 469,525]","9dpf Saturated Pixels Pct [GFP 469,525]","9dpf Total Intensity [GFP 469,525]","10dpf Mean [GFP 469,525]","10dpf Min [GFP 469,525]","10dpf Max [GFP 469,525]","10dpf Std Dev [GFP 469,525]","10dpf CV [GFP 469,525]","10dpf Saturated Pixels Pct [GFP 469,525]","10dpf Total Intensity [GFP 469,525]"
TRAR11xAB,F2,2026-03-22,BPS,3.5,Y,22,C3,3,,14,,,,,,,,,,,,,,,,,,,,,,,,2382,1,56161,3677,154.326,0,5292425532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,3.5,N,22,C4,3,,9,,,,,,,,,,,,,,,,,,,,,,,,2573,1,37197,3194,124.155,0,5715000726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,Y,23,A1,3,,,,,,,,,,,,,,,,,,,,,,,,,,1512,1,57666,2361,156.193,0,3358510213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,Y,23,A2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,N,23,A3,3,,13,,,,,,,,,,,,,,,,,,,,,,,,1708,1,33691,2480,145.158,0,3795172631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,Y,23,A4,3,,11,,,,,,,,,,,,,,,,,,,,,,,,1927,1,39295,2551,132.389,0,4279709169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,Y,23,B1,3,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,Y,23,B2,3,,,,,,,,,,,,,,,,,,,,,,,,,,2017,1,46873,3224,159.854,0,4479885302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3234,1,65504,7864,243.147,0.314,7184314244,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,N,23,B3,3,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2315,1,65504,5153,222.643,0.098,5141656047,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,M,23,B4,3,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,Y,23,C1,3,,14,,,,,,,,,,,,,,,,,,,,,,,,2096,1,33123,2955,140.99,0,4655804506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2533,1,65504,4448,175.623,0.002,5626267146,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,Y,23,C2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2466,1,65504,5158,209.156,0.113,5478181288,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,N,23,C3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,Y,23,C4,3,,,,,,,,,,,,,,,,,,,,,,,,,,1502,1,61575,2649,176.352,0,3336185960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2637,1,65504,7769,294.57,0.319,5858823506,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,350,Y,24,A1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1802,1,65504,6039,335.058,0.173,4003992427,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,350,Y,24,A2,3,,,,,,,,,,,,,,,,,,,,,,,,,,2012,1,37821,2176,108.165,0,4469208295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2168,1,65504,5831,269.032,0.137,4814856922,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,350,N,24,A3,3,,,,,,,,,,,,,,,,,,,,,,,,,,2201,1,44327,3214,146.027,0,4889012695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,350,Y,24,A4,3,13,,,,,,,,,,,,,,,,,,,,,,,,,2187,1,46351,2568,117.415,0,4858105253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1712,1,65504,5128,299.563,0.123,3802637329,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,350,N,24,B1,3,,13,,,,,,,,,,,,,,,,,,,,,,,,2358,1,49685,3288,139.43,0,5238089313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,350,N,24,B2,3,,14,,,,,,,,,,,,,,,,,,,,,,,,2488,1,60959,3822,153.618,0,5526370970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,350,Y,24,B3,3,13,,,,,,,,,,,,,,,,,,,,,,,,,2402,1,38068,3051,127.027,0,5334693774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1824,1,42502,2351,128.857,0,4052685406,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,350,Y,24,B4,3,,13,,,,,,,,,,,,,,,,,,,,,,,,1820,1,65504,2801,153.89,0.003,4043590830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2103,1,65504,5268,250.533,0.096,4670906244,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,350,N,24,C1,3,,14,,,,,,,,,,,,,,,,,,,,,,,,2442,1,52506,3375,138.178,0,5425358098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,350,N,24,C2,3,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2221,1,65504,5511,248.147,0.118,4933451439,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,350,Y,24,C3,3,,,,,,,,,,,,,,,,,,,,,,,,,,2624,1,57839,4176,159.108,0,5829655761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1868,1,65504,4060,217.395,0.043,4149076680,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,350,Y,24,C4,3,,14,,,,,,,,,,,,,,,,,,,,,,,,1711,1,32774,1892,110.583,0,3800426531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2243,1,65504,6383,284.612,0.162,4982037108,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0,Y,25,A1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1529,1,65504,2690,175.919,0,3397211133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2439,1,65504,7417,304.154,0.296,5416903670
TRAR11xAB,F2,2026-03-22,BPS,0,Y,25,A2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1684,1,49321,2815,167.172,0,3740270168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0,Y,25,A3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1493,1,61130,3998,267.755,0,3316584927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2944,1,65504,9174,311.615,0.445,6539836586
TRAR11xAB,F2,2026-03-22,BPS,0,Y,25,A4,3,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2071,1,65504,3578,172.749,0.001,4600746932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0,Y,25,B1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1489,1,65504,2894,194.385,0,3307614220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0,Y,25,B2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698,1,65504,3352,197.388,0,3772362254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0,Y,25,B3,3,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2255,1,55913,3868,171.557,0,5008552111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125,1,65504,4870,229.214,0.052,4719666784
TRAR11xAB,F2,2026-03-22,BPS,0,Y,25,B4,3,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2309,1,55679,3768,163.189,0,5129052292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979,1,65504,3744,189.142,0.002,4397139139
TRAR11xAB,F2,2026-03-22,BPS,0,N,25,C1,3,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760,1,37983,2252,127.946,0,3909465682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0,Y,25,C2,3,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1449,1,27858,1429,98.66,0,3217928182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1757,1,65504,3466,197.249,0,3903640762
TRAR11xAB,F2,2026-03-22,BPS,0,Y,25,C3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,1,65504,3030,143.646,0.002,4686008702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2306,1,65504,5269,228.458,0.108,5122993210
TRAR11xAB,F2,2026-03-22,BPS,0,Y,25,C4,3,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1803,1,39060,2328,129.119,0,4005661656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.035,N,26,A1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1959,1,50056,2564,130.925,0.001,4350708323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2070,1,65504,5657,273.321,0.238,4597809836
TRAR11xAB,F2,2026-03-22,BPS,0.035,Y,26,A2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.035,N,26,A3,3,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1716,1,56693,2505,145.988,0,3811513724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.035,N,26,A4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642,1,27640,1568,95.53,0,3647146199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.035,Y,26,B1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681,1,65504,6784,253.084,0.162,5954762226
TRAR11xAB,F2,2026-03-22,BPS,0.035,N,26,B2,3,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630,1,35131,2067,126.832,0,3620875477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2214,1,65504,4564,206.154,0.014,4918190510
TRAR11xAB,F2,2026-03-22,BPS,0.035,N,26,B3,3,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613,1,65504,3253,201.7,0,3582761755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1859,1,65504,3021,162.526,0.003,4129033042
TRAR11xAB,F2,2026-03-22,BPS,0.035,Y,26,B4,3,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945,1,65504,3301,169.709,0,4320174207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2364,1,65504,5511,233.089,0.136,5251795977
TRAR11xAB,F2,2026-03-22,BPS,0.035,Y,26,C1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1677,1,65504,2163,128.989,0,3725318033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2612,1,65504,6347,242.994,0.141,5802056266
TRAR11xAB,F2,2026-03-22,BPS,0.035,N,26,C2,3,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1862,1,61846,3335,179.148,0,4135498803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.035,Y,26,C3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519,1,65504,2896,190.716,0,3373528655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.035,Y,26,C4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924,1,65504,2589,134.572,0,4274264634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,1,65504,6947,277.896,0.218,5553455829
TRAR11xAB,F2,2026-03-22,BPS,0.35,Y,27,A1,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1371,1,55817,3142,229.199,0,3044992808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2272,1,65504,7765,341.772,0.272,5047119238
TRAR11xAB,F2,2026-03-22,BPS,0.35,N,27,A2,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1522,1,65055,3218,211.359,0,3382039437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,N,27,A3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2108,1,63664,4001,189.739,0,4683684872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2953,1,65504,8219,278.386,0.376,6558629086
TRAR11xAB,F2,2026-03-22,BPS,0.35,N,27,A4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1324,1,58669,2615,197.484,0,2941425326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160,1,65504,6170,285.701,0.182,4797557267
TRAR11xAB,F2,2026-03-22,BPS,0.35,Y,27,B1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1806,1,42705,2923,161.878,0.007,4010749742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2175,1,65504,6047,278.061,0.13,4830954004
TRAR11xAB,F2,2026-03-22,BPS,0.35,Y,27,B2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1851,1,47207,2872,155.167,0,4111038907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2591,1,65504,7206,278.134,0.268,5754913638
TRAR11xAB,F2,2026-03-22,BPS,0.35,Y,27,B3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1867,1,43566,3055,163.62,0,4146941575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,Y,27,B4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2418,1,65504,4152,171.731,0,5371136180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2829,1,65504,7543,266.605,0.269,6284813136
TRAR11xAB,F2,2026-03-22,BPS,0.35,N,27,C1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2308,1,65504,4154,179.948,0.012,5127617018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2891,1,65504,8090,279.855,0.269,6421408675
TRAR11xAB,F2,2026-03-22,BPS,0.35,Y,27,C2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2134,1,55450,3012,141.11,0,4741476142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,Y,27,C3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2534,1,65504,4717,186.181,0.009,5628097605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,0.35,Y,27,C4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955,1,65504,3929,201.009,0.02,4342355185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2312,1,65504,6972,301.484,0.246,5136751508
TRAR11xAB,F2,2026-03-22,BPS,3.5,Y,28,A1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2687,1,65504,7971,296.629,0.328,5969337914
TRAR11xAB,F2,2026-03-22,BPS,3.5,Y,28,A2,3,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922,1,65504,2673,139.058,0,4270427548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2696,1,65504,7147,265.038,0.201,5989903963
TRAR11xAB,F2,2026-03-22,BPS,3.5,Y,28,A3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636,1,51937,2959,180.802,0,3635250443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,3.5,Y,28,A4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1828,1,55113,2863,156.645,0,4059710859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2367,1,65504,6783,286.59,0.188,5257666690
TRAR11xAB,F2,2026-03-22,BPS,3.5,Y,28,B1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2168,1,58097,3134,144.599,0,4815179880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2684,1,65504,8459,315.206,0.32,5961413048
TRAR11xAB,F2,2026-03-22,BPS,3.5,N,28,B2,3,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1876,1,65504,3915,208.729,0.027,4167031576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1861,1,65504,5198,279.328,0.08,4133892386
TRAR11xAB,F2,2026-03-22,BPS,3.5,Y,28,B3,3,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1932,1,65504,3575,185.091,0.006,4291053182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1,41483,2930,167.397,0,3888054844
TRAR11xAB,F2,2026-03-22,BPS,3.5,N,28,B4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2090,1,65504,4255,203.578,0.007,4642436201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2338,1,65504,5956,254.708,0.166,5194192124
TRAR11xAB,F2,2026-03-22,BPS,3.5,Y,28,C1,3,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2154,1,33411,2997,139.135,0,4785529911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2226,1,65504,5670,254.736,0.079,4944515816
TRAR11xAB,F2,2026-03-22,BPS,3.5,N,28,C2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673,1,50786,2670,159.586,0,3716232682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2104,1,65504,6052,287.577,0.17,4674814276
TRAR11xAB,F2,2026-03-22,BPS,3.5,Y,28,C3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580,1,65504,3252,205.839,0.011,3509188684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969,1,65504,6057,307.657,0.102,4373268483
TRAR11xAB,F2,2026-03-22,BPS,3.5,Y,28,C4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1677,1,65504,2275,135.658,0,3725295456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2168,1,65504,5767,265.982,0.139,4816623632
TRAR11xAB,F2,2026-03-22,BPS,35,Y,29,A1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1779,1,65504,3846,216.21,0.017,3951911748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,Y,29,A2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2133,1,65504,5157,241.809,0.087,4737790451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2475,1,65504,6916,279.382,0.182,5498552680
TRAR11xAB,F2,2026-03-22,BPS,35,Y,29,A3,3,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1466,1,65504,3898,265.953,0.036,3256076396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,N,29,A4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1460,1,59588,3291,225.356,0,3243773487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887,1,65504,6125,324.577,0.195,4191672054
TRAR11xAB,F2,2026-03-22,BPS,35,Y,29,B1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970,1,65504,3251,165.007,0,4376149558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2446,1,65504,6991,285.778,0.22,5434146661
TRAR11xAB,F2,2026-03-22,BPS,35,Y,29,B2,3,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1506,1,43225,2202,146.215,0.003,3344781755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641,1,65504,3425,208.785,0.003,3644225128
TRAR11xAB,F2,2026-03-22,BPS,35,Y,29,B3,3,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2071,1,65504,4138,199.808,0.023,4600772567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,Y,29,B4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627,1,65504,3335,204.915,0,3615134214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,35,Y,29,C1,4,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1788,1,46729,2596,145.193,0,3971515086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1837,1,65504,4737,257.9,0.096,4079945214
TRAR11xAB,F2,2026-03-22,BPS,35,Y,29,C2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1813,1,65504,3440,189.767,0.023,4027060017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761,1,65504,3144,178.58,0.002,3910979347
TRAR11xAB,F2,2026-03-22,BPS,35,N,29,C3,3,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297,1,43736,1852,142.816,0,2881197086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1371,1,49185,2769,202.009,0,3044455778
TRAR11xAB,F2,2026-03-22,BPS,35,Y,29,C4,3,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520,1,44001,2619,172.392,0,3375392676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1509,1,62145,1977,131.01,0,3352243927
TRAR11xAB,F2,2026-03-22,BPS,350,Y,30,A1,4,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035,1,65504,4442,218.275,0.023,4520190245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536,1,37278,2702,175.883,0,3412609947
TRAR11xAB,F2,2026-03-22,BPS,350,Y,30,A2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2252,1,65504,3436,152.601,0.001,5001664118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2603,1,65504,7088,272.329,0.218,5781439555
TRAR11xAB,F2,2026-03-22,BPS,350,Y,30,A3,3,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2216,1,65504,4846,218.704,0.025,4921928589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1674,1,65504,3764,224.883,0.003,3717996662
TRAR11xAB,F2,2026-03-22,BPS,350,M,30,A4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026,1,65504,4011,197.93,0.008,4501098043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAR11xAB,F2,2026-03-22,BPS,350,Y,30,B1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2207,1,58095,3368,152.591,0,4903284010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1832,1,35787,2421,132.157,0,4069942665
TRAR11xAB,F2,2026-03-22,BPS,350,Y,30,B2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924,1,46678,2817,146.398,0,4274860722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3068,1,65504,7156,233.215,0.236,6816226157
TRAR11xAB,F2,2026-03-22,BPS,350,Y,30,B3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2182,1,35161,3471,159.108,0,4846361695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3130,1,65504,8901,284.407,0.425,6952311101
TRAR11xAB,F2,2026-03-22,BPS,350,N,30,B4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1928,1,65504,3941,204.447,0.009,4282502798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2418,1,65504,7402,306.093,0.267,5372134405
